video_path,text,vq_score,t2v_score,pc_score,ratio801_seed123_split_00
videos_27k_1/001488_p.mp4,"A young Igbo warrior, adorned in traditional armor and wielding a spear, stands tall amidst the chaos of battle. The camera captures their determined and defiant expression as they rise from the dust",3,5,3,test
videos_27k_1/000053_q.mp4,"A man in a light blue shirt stands at a wooden table with a laptop displaying a colorful graphical interface. He gestures with his hands and points at the screen, giving a presentation or tutorial. The background features a white shelving unit with plants, books, and electronics, creating a casual, organized space. The camera captures him from the waist up, emphasizing his expressive hand movements and the laptop screen",2,4,2,test
videos_27k_1/004826_e.mp4,"A chef flips a pancake in the air, with a banner above her reading 'Gourmet Cooking Classes: Learn the Art of Pancakes and Sauces'",4,4,3,train
videos_27k_1/001117_f.mp4,"Gradually, the screen begins to lighten as the sun rises. The silhouette of the snark becomes visible, like some strange insect crouching motionless on the barren plain. The floods shut off. Dense clouds of impenetrable dust shriek and moan, obscuring everything and reducing the sunlight to a dull orange",3,4,3,train
videos_27k_1/004263_u.mp4,"A teacher is writing on a blackboard with the phrase 'Advanced Calculus: Limits, Derivatives, and Integrals' while students take notes on their laptops",4,3,4,train
videos_27k_1/000149_r.mp4,"A young blond man sitting on a bench, holding a fishing rod, with the fishing line out. Wide-angle, high resolution",5,5,5,train
videos_27k_1/000827_c.mp4,"A NYC above-ground subway train passes horizontally, with graffiti and deep shadows. The film noir scene features silhouetted faces and flashing distant lights, with stars in the background",2,3,5,train
videos_27k_1/000782_r.mp4,"A gray squirrel leaps from one tree branch to another, pauses and looks around, then quickly scampers down the tree and disappears into the underbrush",5,4,5,train
videos_27k_1/000751_x.mp4,"A couple walks through a garden, with a banner above reading 'Floral Design Workshop: Create Your Own Bouquets and Arrangements'",2,3,3,train
videos_27k_5/002242_j.mp4,"David walking into the hospital, with walls creaking with every step he takes. The lights flickering ominously and the murmurs of patients filtering in from the shadows. Pan right",2,2,3,train
videos_27k_1/004885_q.mp4,"The girl chases the butterfly around the field. The butterfly lands on a flower, and the girl slowly approaches it, trying to catch it, but the butterfly flies away",4,2,3,train
videos_27k_1/001589_d.mp4,"A squirrel climbs up a tall oak tree, leaps gracefully to a nearby branch, and scurries quickly to the top of the tree again",2,4,2,train
videos_27k_1/003045_k.mp4,"Animate Alice falling down the rabbit hole, flashing by objects like floating clocks, lamps, and rocking chairs. Make the objects disturbing and sinister",1,2,2,train
videos_27k_1/001070_p.mp4,"A police officer in a dark blue uniform, with a badge and name tag, addresses the camera in a well-lit indoor setting. Standing in front of a partially visible flag, he speaks clearly and maintains eye contact, delivering a formal presentation. The background features neutral-colored walls and bright lighting, indicating daytime",2,4,3,test
videos_27k_1/001064_m.mp4,"A woman with blonde hair holds a makeup palette, speaking calmly to the camera. She wears natural makeup with light eyeshadow and subtle lipstick. Her expression is focused as she occasionally glances at the palette in her right hand. The soft lighting and blurred background emphasize her features and the palette, creating a serene, indoor setting. The close-up shot keeps the focus on her face and makeup, with a shallow depth of field to keep distractions to a minimum",2,4,2,train
videos_27k_1/000097_q.mp4,"A fluffy orange cat swats at a small ball of yarn, sends it rolling across the floor, then dashes after it, pouncing to catch it mid-roll",3,2,2,train
videos_27k_1/003020_f.mp4,"The vegan recipe adventure: An animated character embarks on a culinary journey to discover unique and delicious vegan recipes from around the world, showcasing the diversity of vegan cuisine",4,4,3,train
videos_27k_1/004891_e.mp4,"A man in a yellow cap and gray hoodie is sitting at a desk in a dimly lit recording studio, holding a microphone close to his mouth while speaking and gesturing with his hands. A partially visible person in the background wears a black cap and shirt. The scene is focused on the man in the foreground, with a laptop covered in stickers in front of him, and a large microphone in a stand. The background is softly blurred, highlighting the main subject",3,2,3,train
videos_27k_1/002630_g.mp4,"A group of people gathers around a brick barbecue pit, where a whole pig is being roasted. The pig is surrounded by a metal grate and covered with charcoal, while people casually chat and enjoy the outdoor setting. Some stand, others sit on chairs, all focused on the pig being roasted. The scene is captured at eye level, offering a clear, static view of the event",2,4,3,train
videos_27k_1/004795_a.mp4,"In the center of the image, there is a heart made of intertwined, delicate rose vines. The heart is formed by two perfect halves, each represented by a different type of flower. On the left side, there are deep crimson roses in full bloom, their velvety petals expressing the passionate and intense aspect of love. On the right side, there are pure white lilies, representing the purity and serenity that love can bring",2,2,2,train
videos_27k_1/001934_u.mp4,"A skateboarder pushes off the ground, speeds down the sidewalk, and flips the board mid-air before landing smoothly on the pavement",2,2,3,test
videos_27k_1/004872_b.mp4,"A colorful butterfly flutters gracefully around a blooming flower, lands gently on its petals to sip nectar, and then takes off into the sky",4,2,4,train
videos_27k_1/000112_a.mp4,"Create an image of terrified people running in despair, with expressions of fear on their faces, as they try to escape demons",2,1,2,train
videos_27k_1/001990_d.mp4,"A picturesque sunrise over a quiet town, with a gold-haired boy in a red shirt standing on a hill overlooking the town",2,4,3,train
videos_27k_1/003690_a.mp4,An old woman is knitting on a rocking wooden chair and listening to the radio. A cat is next to her. Pan right,2,2,3,train
videos_27k_1/002611_c.mp4,"A stunning aerial view of a tropical coastline with clear turquoise waters and a lush green forest. The white sandy beach stretches along the coast, bordered by dense greenery. Crystal-clear waters reveal vibrant coral reefs beneath the surface. The camera smoothly pans across the serene, picturesque scene, showcasing the natural beauty of the location from a high altitude",4,5,5,test
videos_27k_1/000653_i.mp4,"Wide shot of the magical kingdom with vibrant flowers and the Sunflower Princess standing tall in the center, radiating warmth. Zoom out",1,4,2,train
videos_27k_1/001188_h.mp4,"A man and a woman are sitting on their cots in the courtyard of their house in the village, on the green",3,3,3,train
videos_27k_1/000434_c.mp4,"A bustling urban intersection is seen from an aerial perspective, with a dense flow of cars, motorcycles, and buses moving in various directions. Pedestrians cross the streets and walk along the sidewalks, creating a dynamic, lively atmosphere. The scene is framed by a mix of modern and traditional buildings, including a prominent green-roofed structure. Trees and greenery add a touch of nature to the urban setting. The weather is clear, and the lighting suggests either morning or afternoon. The camera offers a stable, slightly elevated view of the busy intersection",4,4,4,train
videos_27k_1/004766_b.mp4,"A person holding a book titled 'The Silent Patient' flips the pages, revealing 'A psychological thriller that will keep you on the edge of your seat,' while walking through a park",3,3,3,train
videos_27k_1/000935_u.mp4,"The blonde woman is sitting at the computer, tired, with reports on the monitor and drinking tea with lemon in a realistic office setting. Tilt down",3,4,3,train
videos_27k_1/004745_a.mp4,"In ancient China, a slender young girl, dressed in Hanfu, gazes at towering bookshelves that far surpass her height. With hopeful eyes, she longs for the knowledge held on those shelves, yet remains unable to reach any of the books. The scene unfolds in the style of traditional Chinese ink wash painting",3,2,3,train
videos_27k_1/004764_f.mp4,"An adult woman with long dark hair stands in the middle of a bright room, looking at stacks of folders placed on the floor, tables, and shelves around her",4,3,4,train
videos_27k_1/000101_q.mp4,"A runner stretches their hamstrings, tightens the laces of their sneakers, and then sprints down a quiet street as the sun rises",3,1,2,train
videos_27k_1/000987_m.mp4,"A surfer in a red and black wetsuit skillfully rides a wave on a white surfboard, adjusting their stance and maintaining balance. The ocean is calm with gentle waves, and the clear sky adds to the vibrant scene. The surfer's movements are agile and precise, showcasing their connection with the water",2,3,3,test
videos_27k_1/003715_f.mp4,"A man in a long coat and hat is seen in a colorful, cluttered kitchen, engaged in an animated conversation. Using expressive hand gestures and shifting his posture, he emphasizes his points. His dynamic movements and lively expressions suggest an engaging performance. The stationary camera captures him centrally in the frame, highlighting his gestures and the vibrant kitchen backdrop",4,5,3,test
videos_27k_1/004607_q.mp4,"A cover for a document containing the didactic programming of English for 3rd year ESO students, highlighting the concerns of teenagers",3,3,3,test
videos_27k_1/003541_b.mp4,"A handsome young man stands hand in hand with his girlfriend, surrounded by the vibrant hues of a lush green field under the warm embrace of the sun",3,2,3,train
videos_27k_1/000917_n.mp4,"A video of Arjuna with his bow, facing the Pandavas' huge army. The camera moves from behind Arjuna in the sky, showing the army he is facing",2,2,2,test
videos_27k_1/000605_e.mp4,"Display a detailed 3D model of a human foot, with a pulsating red dot in the heel area to represent a zone of pain or discomfort",2,4,2,test
videos_27k_1/003892_a.mp4,"There are several boats in the water, two beautiful women in Hanfu standing on the small bridge, blue sky, white clouds, Chinese-style architecture, small bridges, flowing water, and houses, setting sun in the west, real photo shoot, volumetric light, film, Kodak, deep focus, medium full shot",3,3,2,train
videos_27k_1/001002_v.mp4,"A man with a beard and short hair is sitting in the back seat of a car, wearing a black shirt with a graphic design. He starts speaking, then picks up a red megaphone, holding it close to his mouth as he continues to speak into it. His facial expressions and hand gestures show he is explaining something. The camera captures a medium close-up of him, focusing on his upper body and face, with the car interior visible in the background",3,4,2,train
videos_27k_1/000204_h.mp4,"A skateboarder performing an ollie, with the text 'Master the Skies' appearing as he leaps into the air above the ramp",3,2,2,train
videos_27k_1/004642_y.mp4,"The woman slowly raises her face as the smoke slightly moves with no gravity on a loop, cinematic, slow motion",5,4,5,train
videos_27k_1/001575_d.mp4,Explore the idea of unity and collaboration as the protagonist joins forces with fellow artists to create a masterpiece representing the diversity and beauty of Ghana,1,1,1,train
videos_27k_1/002287_v.mp4,"The autumn wind is bitterly cold, the sky is high and far away, and white birds fly on the clear water of the river",4,4,4,train
videos_27k_1/001475_h.mp4,"The towering trees reach for the sky, their canopies forming a natural umbrella that lets only specks of sunlight filter through",4,4,5,train
videos_27k_1/000632_u.mp4,"A village is seen from above. A river runs through the village, with people bathing in it and animals drinking water from it",4,4,4,train
videos_27k_1/004012_u.mp4,"A person holds a smartphone in the foreground, displaying a vibrant wallpaper of a character with long hair and a sword. The background features a white table with a few potted plants, softly blurred to create a bokeh effect. The scene is minimalistic, with the camera focusing on the phone and the steady hand holding it",4,4,5,train
videos_27k_5/002209_j.mp4,"A couple standing on a bridge at sunset, with the guy lazily leaning on the railing and smiling at the girl",1,1,2,train
videos_27k_1/002295_q.mp4,"A 3D cartoon princess elegantly dressed, standing in front of the entrance of the witch's house, her hand reaching for the doorknob, whispering to herself, 'What secrets do you hide, old house?'",2,2,3,train
videos_27k_1/002681_z.mp4,"A toddler sits with his grandfather at the bank of a pond, fishing. The scene is in cartoon graphics with cinematic 3D lighting, and a fishing line in the water catches a fish",4,4,2,train
videos_27k_1/002770_f.mp4,"A man with short, curly hair and glasses stands against a plain, light-colored wall, wearing a red jacket. He uses hand gestures to emphasize his points, with expressions ranging from thoughtful to slightly concerned. The lighting is even, and the focus is on his face and upper body as he engages in conversation",4,5,4,train
videos_27k_1/002735_i.mp4,"A man with a bushy beard and long hair stands in a kitchen, wearing a black beanie with a yellow 'Fruit of the Loom' logo and a gray hoodie. He gestures with his hands as he speaks, emphasizing points with expressive facial movements. The background is softly blurred, showcasing bottles and kitchen equipment. The focus remains on him, with the camera capturing his upper body and face in a stationary, medium close-up shot",2,2,3,train
videos_27k_1/004834_h.mp4,"A person in a red jacket drinks from a water bottle, wipes his mouth with a napkin, and then carefully places the bottle on the table",4,3,3,train
videos_27k_1/001481_v.mp4,"A woman in a lab coat uses a tablet computer in a laboratory setting, handling laboratory equipment and digital medical equipment. She is surrounded by hemodialysis machines and advanced technology in a clean medical environment, conducting diagnostics as a healthcare worker",4,5,4,test
videos_27k_1/004764_p.mp4,"An adult woman with long dark hair stands in the middle of a bright room, looking at stacks of folders placed on the floor, tables, and shelves around her",2,3,3,train
videos_27k_1/002273_h.mp4,"Make the trees sway, add ripples to the water surface, create waves at the shore, and make the fish move slowly. Pan down",4,3,3,test
videos_27k_1/003478_f.mp4,"A worker with a yellow helmet, a hammer in his hand, and a blue overall is falling and crashing a window of a building house. Pixar movie style",3,3,2,test
videos_27k_1/004641_f.mp4,"A young girl blows a big bubble with gum, watches it float for a moment, then pops it with a loud snap and bursts into giggles",4,1,4,train
videos_27k_1/002699_p.mp4,"The wind howled as Emma and Sarah dared each other to enter the manor, with flashlights in hand and hearts racing. Pan up",4,2,2,train
videos_27k_1/002215_v.mp4,"A man hangs up his jacket, slips off his shoes, and sinks into the couch, relaxing after a long day",4,4,3,train
videos_27k_5/002376_j.mp4,A suction loading system transports bulk materials through pipes or conduits by creating a flow of air or gas that sucks the materials from a loading point to a discharge point,1,1,2,train
videos_27k_1/004912_f.mp4,Create a video of a first-century runner in a Roman arena. A host of first-century citizens cheer the runner towards the finish line,4,4,3,train
videos_27k_1/001137_k.mp4,"A person is working on a motorcycle engine, adjusting the throttle body and fuel injectors. Wearing gloves, they inspect and fine-tune these components with tools like a screwdriver. The well-lit indoor setting, likely a workshop, focuses on the intricate details of the engine and the precise movements of the person's hands. The background is slightly blurred, keeping attention on the engine parts and the hands manipulating them",1,1,1,train
videos_27k_1/001431_f.mp4,"3D animation, style by Hayao Miyazaki, with the East China Sea Dragon King arching his hands in a New Year greeting posture for the Chinese Dragon Year and Spring Festival, accompanied by joyful music",3,2,3,train
videos_27k_1/003965_a.mp4,"A first-person view through a car windshield, driving fast down an empty highway at dusk, with long stretches of road visible ahead",2,2,2,train
videos_27k_1/001058_b.mp4,"A dog digs a hole in the dirt, uncovers a stick, and happily trots away with it in its mouth",3,4,2,test
videos_27k_1/004538_h.mp4,Camera pans from the sky to a breathtaking aerial view of a mystical floating city with ornate architecture and glowing crystals,3,2,3,train
videos_27k_1/000707_c.mp4,A group of surfers surfing a big wave in Hawaii with the sun shining on the crests of the waves,4,3,4,train
videos_27k_1/000406_c.mp4,"A soccer player kicks the ball toward the goal, skillfully traps it with their foot, and then makes a precise pass to a teammate",2,2,1,train
videos_27k_1/002768_f.mp4,"An older man with gray hair and glasses stands against a plain white background, dressed in a blue shirt and black vest. Holding a remote control in his right hand, he gestures with his left hand while speaking. His expressions and body language indicate he's engaged in an informative presentation. The clean, bright lighting and minimalistic setting keep the focus on him. His movements are slow and deliberate, occasionally looking down at the remote or shifting his weight. The camera captures him from the waist up, providing a clear view of his face and gestures",4,3,4,train
videos_27k_1/001500_d.mp4,"A photo taken from the shore of a vast and turbulent ocean, with grey skies above and dark waters churning with powerful waves, evoking a sense of fear of the sea. Zoom in",3,4,4,test
videos_27k_1/000174_a.mp4,A determined and adventurous teenager named Sarah stands on the edge of the cornfield. Her eyes are filled with curiosity and anticipation as she prepares to venture into the mysterious maize,2,3,4,train
videos_27k_1/004133_c.mp4,"One cause of water pollution is agriculture, a practice that generates harmful chemicals which seep into our waterways, poisoning the world beneath the surface",3,2,5,train
videos_27k_1/001699_v.mp4,"Generates an image of a delicious empanada with a flaky, golden crust, filled with a succulent meat and vegetable stew. Tilt down",4,4,5,train
videos_27k_1/000765_m.mp4,"A plainclothes police officer, aged around 35, enters in silhouette through an open door and walks a few steps towards us",3,4,3,train
videos_27k_1/002254_x.mp4,"A cartoon-style scene depicting a road leading to a bridge, with a green hill on the left. The road has white lane markings, and a red-and-white striped gate opens and closes, allowing vehicles to pass. The background features a blue sky with white clouds and a distant cityscape with tall buildings. The setting is sunny with clear weather, and the camera captures the entire scene from an elevated angle",3,3,3,train
videos_27k_1/001946_a.mp4,"An image of Mount Everest appears on the left side of the screen, with text stating that its peak continues to grow about 4 millimeters each year due to tectonic plate shifts",3,2,3,test
videos_27k_1/000781_c.mp4,"A person pours contents from a can into a large metal pot on a stove. The individual's hands, with neatly trimmed nails and no jewelry, hold the can steady. Wearing a white long-sleeved shirt, they appear to be in a professional kitchen setting. The stove features visible burners, and the blurred background hints at a focused cooking environment",4,4,4,train
videos_27k_1/004592_h.mp4,"A young boy pedals a bike down the street, ringing the bell as he passes by a group of people, then slows down and stops at a red traffic light, looking around patiently",2,2,2,train
videos_27k_1/003028_a.mp4,"The illustration depicts a cozy bedroom at dawn, with soft morning light filtering through partially drawn curtains. The room exudes a serene atmosphere, with a neatly made bed, a wooden nightstand displaying a small Bible, and a cross hanging on the wall. Adam, a young man with a peaceful expression, lies asleep in bed, the subtle outlines of a church visible through the window. His phone, emitting a faint glow, rests on the nightstand, signaling the intrusion of the outside world into his tranquil space",3,2,3,train
videos_27k_1/001909_q.mp4,"A small, white airplane with a red stripe taxis slowly on a runway next to a highway. Its propeller spins gently as it moves from left to right, preparing for takeoff or having just landed. The surrounding area features grass, scattered trees, and a distant gas station. The sky is partly cloudy, and the camera maintains a steady, elevated view of the scene",2,1,2,train
videos_27k_1/004067_u.mp4,"A chicken farm, with lots of chickens eating from the automatic chicken feeder, which is silver and orange in color",2,2,3,train
videos_27k_1/000645_q.mp4,"Picture the town of Ravenbrook, with its quaint houses and ancient oaks, the atmosphere thick with the anticipation of Halloween night",3,4,3,test
videos_27k_1/004521_f.mp4,"A young man with glasses and a graphic black t-shirt stands in front of an industrial lathe machine, explaining its operation. He gestures with his hands, pointing at various parts of the machine and occasionally adjusting a red knob. The machine is old-fashioned, with a large spindle and mechanical components. The background is an industrial space with concrete floors and visible pipes, with bright, even lighting. The man's movements are clear and expressive, highlighting his focus on demonstrating how the machine works",4,4,4,train
videos_27k_1/000668_f.mp4,"The camera opens to a visually captivating shot of the Kurukshetra battlefield during the early morning. The sun is just beginning to rise, casting a warm glow on the vast plains. The serene landscape is interrupted by the sounds of conch shells, signaling the beginning of the great war",4,4,4,test
videos_27k_1/003457_x.mp4,"A soldier in a lithe suit of power armor runs through rubble at night, his glowing eyes leaving a trail of light",2,1,1,test
videos_27k_1/001102_s.mp4,"Describe a peaceful day in a serene forest. Write about the sights, sounds, and sensations experienced while exploring the woods. Use AI to create a simple video with tranquil images of the forest, accompanied by calming background sounds like rustling leaves and birdsong",5,5,5,train
videos_27k_1/001869_v.mp4,"A man in his mid-30s, wearing a striped polo shirt and a headset microphone, is giving a confident presentation on stage. He uses expressive hand gestures to emphasize his points, engaging with the audience. The background features a red curtain with white text, creating a formal setting. His facial expressions and animated gestures highlight his confidence, while the stationary camera captures him from a medium distance, focusing on his upper body and movements",3,3,3,train
videos_27k_1/002238_m.mp4,Santa Claus and reindeers flying in a starry night over houses decorated with Christmas lights and snow on the ground. Pan up,3,3,3,train
videos_27k_5/002200_j.mp4,"A woman with red hair, dressed in a white lab coat, sits in a clinical setting, speaking or presenting with subtle facial expressions and slight head movements. The background features medical posters and a large clock, emphasizing the medical or educational atmosphere. She maintains a serious, focused expression, occasionally shifting her eyes, as she engages in the conversation or presentation. The camera captures a medium close-up view, highlighting her facial movements while the background remains static",2,4,1,train
videos_27k_1/002666_n.mp4,"A professional interview takes place between two men at a glass-topped table. One man, dressed in a suit, gestures with his hands while speaking, while the other, in a casual green polo shirt, listens attentively. They are in a modern studio with a geometric blue-and-white patterned background and a large screen displaying the company logo. The atmosphere is calm and focused, with both individuals engaged in thoughtful conversation. The lighting is bright, creating a clear view of the subjects and the reflective table surface",3,3,2,train
videos_27k_1/001085_b.mp4,"Generate clips showing the daily life of the protagonists in the cabin. Show them cooking meals, tending to their crops, and fortifying their defenses against potential threats",3,4,3,test
videos_27k_1/004280_b.mp4,"A man in a yellow jacket and a woman in a white lab coat sit at a table in an industrial workshop. The man, animatedly explaining something, points at a wooden speaker box with multiple speakers in front of them. The woman listens attentively, smiling and nodding. The bright setting features exposed pipes and concrete floors, with fluorescent lights above. The camera captures their interaction and the speaker box in a medium shot",3,3,3,train
videos_27k_1/000699_r.mp4,"External vast mountain. Day. We see the man standing in front of an immensely colossal mountain. He appears tiny in comparison, yet determined",5,5,5,train
videos_27k_1/000017_h.mp4,AI image of a cozy little village with colorful cottages and smoke rising from chimneys as the sun sets in the background. Tilt down,4,4,3,train
videos_27k_1/003523_b.mp4,"Two young girls are sitting at a table, exploring a toy box filled with dolls and accessories. The older girl, in a pink sleeveless top, actively handles the toys, including a purple doll with a ponytail. The younger girl, wearing a floral-patterned dress, watches and occasionally interacts. The colorful room features a white table and a backdrop of sticky notes. The scene is captured from a medium, slightly angled shot, showing both girls and the toy box",2,2,3,train
videos_27k_1/003034_k.mp4,Create an illustration of a horseback rider with a GoPro strapped to his chest as he gallops through a natural landscape and records the riding experience,1,1,1,train
videos_27k_1/000814_m.mp4,"A harmonic scene of a woman gardening in her yard. She has dark long hair, wears overalls, and is quite thin. The backdrop features a clear blue sky with birds flying overhead. Her charming wooden house, painted in a vibrant shade of red, completes the beautiful scene. Light hits the woman's calm face beautifully. Her shadow draws dimly to the ground",1,2,2,train
videos_27k_1/004853_z.mp4,"Big backyard swimming pool filling with water in the morning, sun glare on the surface, and small waves inside. Cinematic style",5,4,4,train
videos_27k_1/003688_u.mp4,"Generative art made of acrylic paint drippings on paper, featuring a Turing pattern with a color palette based on metallic and neon hues",4,3,4,train
videos_27k_1/002616_g.mp4,"A loop shot of a tasty hamburger, with sesame clinging to the bread and beef juice dripping down from it. Pan up",4,4,4,train
videos_27k_1/004778_b.mp4,"Image of a girl in a car passing through a street in Mexico City in 2023, looking through the window at a boy walking hurriedly on the sidewalk during dusk",3,2,2,train
videos_27k_1/000001_e.mp4,"Illustrate a scene with strong, tall Spartan women showcasing their wrestling skills and mastery of the bow and javelin. Capture the essence of their physical prowess and clever demeanor",3,3,2,test
videos_27k_1/000231_v.mp4,"An Indian setting, a man who is drunk tries to maintain his balance while entering his house. The man looks tired and unhappy. It is dark, and it's midnight",2,4,4,train
videos_27k_1/003723_n.mp4,"The glow of candles and the faint light of a flashlight cast weak shadows on the metro tunnel walls, while remnants of civilization lie scattered on the ground",3,3,3,train
videos_27k_1/003902_n.mp4,"Illustrate and animate Jake and Max in their room, sitting at a desk with homework scattered around. Capture the excitement on their faces as they discuss their ninja adventure plans",4,4,4,train
videos_27k_1/000948_n.mp4,"A man stands on the deck of a white and tan boat, holding a rope attached to the boat. He wears a light gray jacket, blue cap, white sneakers, and dark shorts, preparing to cast a fishing line into calm, greenish-blue water. The boat is stationary, and the clear, sunny weather sets the peaceful scene. The camera captures the moment from a slightly elevated angle",2,3,2,test
videos_27k_1/004878_y.mp4,"A mom with her daughter in a living room, sitting on a black couch with her daughter in her arms. In the background is a fireplace",5,4,5,train
videos_27k_1/001678_m.mp4,"Young woman in a dark room, with pink lights shining on her, and big windows showing a city view at night",3,4,3,train
videos_27k_1/004700_e.mp4,"A brown terrier runs excitedly after a colorful frisbee, leaps into the air with its front paws reaching, and then snatches the frisbee mid-flight with a triumphant bark",3,3,2,test
videos_27k_1/000137_e.mp4,Beautiful-eyed toddlers with happy cheeks and cute hands are sitting in a big school bus. They are talking while the old driver slowly drives the bus around a beautiful sunlit pond. The bus is moving slowly in a Studio Ghibli style. Tilt up,3,4,3,test
videos_27k_1/002250_m.mp4,"An Indian boy is walking hand in hand with a beautiful girl on a road surrounded by meadows, with grass and flowers",3,4,3,test
videos_27k_1/002336_p.mp4,"A giant number 50 made of granite stands tall like a mountain, while a small brunette woman with dreadlocks climbs on it",3,3,2,train
videos_27k_1/002602_d.mp4,A young man wearing a green jersey with a small unshaved beard and glasses lifts the cricket World Cup and celebrates with his team,1,3,1,train
videos_27k_1/004002_c.mp4,"Visualize the climactic moment just before the duel at Ganryujima. Miyamoto Musashi stands barefoot on the sandy shores of the island, facing his opponent, Sasaki Kojiro. The sun casts long shadows, and the sea glistens in the background. Musashi holds his iconic bokken (wooden sword) while Kojiro awaits with a traditional katana. The tension in the air is palpable, capturing the intensity of the legendary showdown",4,3,4,train
videos_27k_1/000236_h.mp4,"A person is shoe shopping, going through the aisles. They see colorful, bright sneakers and pick one up to look at it closer",2,1,2,train
videos_27k_1/000783_f.mp4,"Show a night scene with flaming arrows launched into the sky, creating a mesmerizing and perilous spectacle as they rain down on the battlefield",4,3,4,train
videos_27k_1/000202_a.mp4,"An artistic portrayal of ancient manuscripts and classical texts, showcasing scrolls, bamboo slips, or ancient books adorned with calligraphy and symbols",2,2,3,train
videos_27k_5/004055_j.mp4,"An aerial view of a meandering river surrounded by lush greenery. The river winds through the landscape, creating gentle curves and bends. Pan down",1,3,1,train
videos_27k_1/003520_u.mp4,"A neon sign lights up in a bustling city street, showing 'Grand Opening! Visit Our New Coffee Shop for Fresh Brews,' as a barista prepares espresso shots behind the counter",2,2,2,train
videos_27k_1/000417_r.mp4,Draw a cartoon image of a green monster fishing on a rock with an orange pill bottle as a lure. Crane down,4,5,4,train
videos_27k_1/000930_q.mp4,"A cozy, cluttered study room with books stacked high. Wednesday enters the room, carrying a stack of books taller than herself. As she tries to place the books on a shelf, they collapse, causing a comical mess",2,2,1,train
videos_27k_1/003503_f.mp4,"A man sits on a beige couch in a well-lit, minimalistic room, wearing a black shirt with a small logo. He enthusiastically explains something, using hand gestures and changing facial expressions to emphasize his points. The background features a beige curtain and a light-colored wall, creating a calm atmosphere. The camera captures him from a medium close-up, focusing on his upper body and facial expressions",4,4,4,train
videos_27k_1/002772_p.mp4,"Girl dating boy on a rooftop at night in a dimly lit, candlelight atmosphere with a magical aura, shot with a Red Dragon camera and Zeiss 80mm f1.4 lens",2,4,2,test
videos_27k_1/004026_c.mp4,Draw or paint a realistic video zooming in and out on a group of hungry people waiting for food. Capture the frailty and desperation in their faces,3,2,5,test
videos_27k_1/001122_p.mp4,"A young woman with long, wavy brown hair sits on a green couch in an outdoor setting. Wearing a black top with a patterned design and a black vest, she smiles and occasionally closes her eyes, engaged in conversation. The background features lush greenery and a wicker chair, creating a relaxed atmosphere. The camera captures her from a medium close-up, focusing on her facial expressions and the natural light around her",2,4,3,train
videos_27k_1/001813_z.mp4,"Only Capricorn and Leo zodiac signs playing a dice game in a cave, camera panning around them, camera movement, speedpainting detailed colorful cartoon style",3,2,2,train
videos_27k_1/004768_y.mp4,"A man picks up a slice of hot, cheesy pizza, takes a big bite, and then grins widely, clearly delighted by the flavor",5,4,5,train
videos_27k_1/003718_x.mp4,"A storm is brewing in the back, coming towards a pirate ship with all the crew looking at the storm and preparing for it",3,4,2,test
videos_27k_1/004113_u.mp4,"A family sitting on the sofa in their home, watching television while it is raining and lightning. After a strong lightning strike, the television turns off and the family looks sad",4,1,3,test
videos_27k_1/000637_f.mp4,"Dancing gracefully in the wind, a beautiful girl with long hair and a thin gauze skirt is illuminated by light",4,4,4,train
videos_27k_1/001510_v.mp4,"A playful kitten pounces on a dangling string, swats it with its paws, then leaps and chases it across the room",4,4,4,test
videos_27k_1/000157_a.mp4,"Skeleton dressed in a black robe and holding a sword on a beach with waves crashing in the background, slightly zooming out",2,5,4,train
videos_27k_1/000209_k.mp4,"A bustling urban street with a Gothic-style church at its center, featuring tall spires and intricate stonework. Surrounding the church are a mix of modern high-rise buildings and older structures. Parked cars, moving vehicles, and motorcycles add to the lively city atmosphere. The clear blue sky and few clouds suggest a sunny day, with the camera capturing the scene in a wide-angle, stable shot",1,1,1,train
videos_27k_1/004665_q.mp4,"A teenager developing a game with the Unreal Engine in a dimly lit room, surrounded by computer components with RPG lights",3,4,4,train
videos_27k_1/003542_u.mp4,"Generate an image of a beautiful female DJ spinning music in a studio setup, with people dancing in the background. The studio should be adorned with vibrant and colorful lighting, creating an electrifying atmosphere. The DJ should be in action, passionately playing music, with the background showing individuals dancing to the beats. The scene should capture the energy and excitement of a dynamic studio environment filled with lively music and movement",3,4,3,train
videos_27k_1/001490_z.mp4,"Caught on camera footage with phone quality, slightly glitchy and shaky, a person records a dire wolf running through the woods",3,4,3,test
videos_27k_1/001194_z.mp4,"A girl explaining to other kids with hand gestures in a house located in a forest, with a dark background and a lantern in the house. Zoom out",3,4,2,test
videos_27k_1/003707_w.mp4,"A girl who is going to a new school for the first time. She is nervous, but the girls in the class greet her with happiness",5,5,3,train
videos_27k_1/001576_e.mp4,"In a steppe, a deadly storm is approaching the village. Everyone is running inside their houses, scared. Strong winds, dark orange skies, and a dystopian atmosphere",3,3,3,train
videos_27k_1/001815_d.mp4,"Dong Yuhui stands in the vast space, the breeze blowing through his hair, holding an open book in his hand, with a positive and energetic smile on his face. His eyes are firm and full of hope, and the corners of his mouth are slightly raised, showing confidence and optimism. His body language is full of vitality and vigor, and the whole scene gives people a positive and uplifting feeling. Tilt up",2,2,2,train
videos_27k_1/003082_e.mp4,"The arrival of Sam: Visualize Sam approaching the trapped unicorn with a determined look on his face, offering reassurance to the frightened creature",2,2,2,train
